; classfreq  -v 1 -ci 0.1 -min -49.6
;
;
;
;
;
;
;
;
;
#[min	n	n_cum	n_dcum	f_dcum
-29	0	0	251	1.00000
-28.9	0	0	251	1.00000
-28.8	0	0	251	1.00000
-28.7	0	0	251	1.00000
-28.6	0	0	251	1.00000
-28.5	0	0	251	1.00000
-28.4	0	0	251	1.00000
-28.3	0	0	251	1.00000
-28.2	0	0	251	1.00000
-28.1	0	0	251	1.00000
-28	0	0	251	1.00000
-27.9	0	0	251	1.00000
-27.8	0	0	251	1.00000
-27.7	0	0	251	1.00000
-27.6	0	0	251	1.00000
-27.5	0	0	251	1.00000
-27.4	0	0	251	1.00000
-27.3	0	0	251	1.00000
-27.2	0	0	251	1.00000
-27.1	0	0	251	1.00000
-27	0	0	251	1.00000
-26.9	0	0	251	1.00000
-26.8	0	0	251	1.00000
-26.7	0	0	251	1.00000
-26.6	0	0	251	1.00000
-26.5	0	0	251	1.00000
-26.4	0	0	251	1.00000
-26.3	0	0	251	1.00000
-26.2	0	0	251	1.00000
-26.1	0	0	251	1.00000
-26	0	0	251	1.00000
-25.9	0	0	251	1.00000
-25.8	0	0	251	1.00000
-25.7	0	0	251	1.00000
-25.6	0	0	251	1.00000
-25.5	0	0	251	1.00000
-25.4	0	0	251	1.00000
-25.3	0	0	251	1.00000
-25.2	0	0	251	1.00000
-25.1	0	0	251	1.00000
-25	0	0	251	1.00000
-24.9	0	0	251	1.00000
-24.8	0	0	251	1.00000
-24.7	0	0	251	1.00000
-24.6	0	0	251	1.00000
-24.5	0	0	251	1.00000
-24.4	0	0	251	1.00000
-24.3	0	0	251	1.00000
-24.2	0	0	251	1.00000
-24.1	0	0	251	1.00000
-24	0	0	251	1.00000
-23.9	0	0	251	1.00000
-23.8	0	0	251	1.00000
-23.7	0	0	251	1.00000
-23.6	0	0	251	1.00000
-23.5	0	0	251	1.00000
-23.4	0	0	251	1.00000
-23.3	0	0	251	1.00000
-23.2	0	0	251	1.00000
-23.1	0	0	251	1.00000
-23	0	0	251	1.00000
-22.9	0	0	251	1.00000
-22.8	0	0	251	1.00000
-22.7	0	0	251	1.00000
-22.6	0	0	251	1.00000
-22.5	0	0	251	1.00000
-22.4	0	0	251	1.00000
-22.3	0	0	251	1.00000
-22.2	0	0	251	1.00000
-22.1	0	0	251	1.00000
-22	0	0	251	1.00000
-21.9	0	0	251	1.00000
-21.8	0	0	251	1.00000
-21.7	0	0	251	1.00000
-21.6	0	0	251	1.00000
-21.5	0	0	251	1.00000
-21.4	0	0	251	1.00000
-21.3	0	0	251	1.00000
-21.2	0	0	251	1.00000
-21.1	0	0	251	1.00000
-21	0	0	251	1.00000
-20.9	0	0	251	1.00000
-20.8	0	0	251	1.00000
-20.7	0	0	251	1.00000
-20.6	0	0	251	1.00000
-20.5	0	0	251	1.00000
-20.4	0	0	251	1.00000
-20.3	0	0	251	1.00000
-20.2	0	0	251	1.00000
-20.1	0	0	251	1.00000
-20	0	0	251	1.00000
-19.9	0	0	251	1.00000
-19.8	0	0	251	1.00000
-19.7	0	0	251	1.00000
-19.6	0	0	251	1.00000
-19.5	0	0	251	1.00000
-19.4	0	0	251	1.00000
-19.3	0	0	251	1.00000
-19.2	0	0	251	1.00000
-19.1	0	0	251	1.00000
-19	0	0	251	1.00000
-18.9	0	0	251	1.00000
-18.8	0	0	251	1.00000
-18.7	0	0	251	1.00000
-18.6	0	0	251	1.00000
-18.5	0	0	251	1.00000
-18.4	0	0	251	1.00000
-18.3	0	0	251	1.00000
-18.2	0	0	251	1.00000
-18.1	0	0	251	1.00000
-18	0	0	251	1.00000
-17.9	0	0	251	1.00000
-17.8	0	0	251	1.00000
-17.7	0	0	251	1.00000
-17.6	0	0	251	1.00000
-17.5	0	0	251	1.00000
-17.4	0	0	251	1.00000
-17.3	0	0	251	1.00000
-17.2	0	0	251	1.00000
-17.1	0	0	251	1.00000
-17	0	0	251	1.00000
-16.9	0	0	251	1.00000
-16.8	0	0	251	1.00000
-16.7	0	0	251	1.00000
-16.6	0	0	251	1.00000
-16.5	0	0	251	1.00000
-16.4	0	0	251	1.00000
-16.3	0	0	251	1.00000
-16.2	0	0	251	1.00000
-16.1	0	0	251	1.00000
-16	0	0	251	1.00000
-15.9	0	0	251	1.00000
-15.8	0	0	251	1.00000
-15.7	0	0	251	1.00000
-15.6	0	0	251	1.00000
-15.5	0	0	251	1.00000
-15.4	0	0	251	1.00000
-15.3	0	0	251	1.00000
-15.2	0	0	251	1.00000
-15.1	0	0	251	1.00000
-15	0	0	251	1.00000
-14.9	0	0	251	1.00000
-14.8	0	0	251	1.00000
-14.7	0	0	251	1.00000
-14.6	0	0	251	1.00000
-14.5	0	0	251	1.00000
-14.4	0	0	251	1.00000
-14.3	0	0	251	1.00000
-14.2	0	0	251	1.00000
-14.1	0	0	251	1.00000
-14	0	0	251	1.00000
-13.9	0	0	251	1.00000
-13.8	0	0	251	1.00000
-13.7	0	0	251	1.00000
-13.6	0	0	251	1.00000
-13.5	0	0	251	1.00000
-13.4	0	0	251	1.00000
-13.3	0	0	251	1.00000
-13.2	0	0	251	1.00000
-13.1	0	0	251	1.00000
-13	0	0	251	1.00000
-12.9	0	0	251	1.00000
-12.8	0	0	251	1.00000
-12.7	0	0	251	1.00000
-12.6	0	0	251	1.00000
-12.5	0	0	251	1.00000
-12.4	0	0	251	1.00000
-12.3	0	0	251	1.00000
-12.2	0	0	251	1.00000
-12.1	0	0	251	1.00000
-12	0	0	251	1.00000
-11.9	0	0	251	1.00000
-11.8	0	0	251	1.00000
-11.7	0	0	251	1.00000
-11.6	0	0	251	1.00000
-11.5	0	0	251	1.00000
-11.4	0	0	251	1.00000
-11.3	0	0	251	1.00000
-11.2	0	0	251	1.00000
-11.1	0	0	251	1.00000
-11	0	0	251	1.00000
-10.9	0	0	251	1.00000
-10.8	0	0	251	1.00000
-10.7	0	0	251	1.00000
-10.6	0	0	251	1.00000
-10.5	0	0	251	1.00000
-10.4	0	0	251	1.00000
-10.3	0	0	251	1.00000
-10.2	0	0	251	1.00000
-10.1	0	0	251	1.00000
-10	0	0	251	1.00000
-9.9	0	0	251	1.00000
-9.8	0	0	251	1.00000
-9.7	0	0	251	1.00000
-9.6	0	0	251	1.00000
-9.5	0	0	251	1.00000
-9.4	0	0	251	1.00000
-9.3	0	0	251	1.00000
-9.2	0	0	251	1.00000
-9.1	0	0	251	1.00000
-9	0	0	251	1.00000
-8.9	0	0	251	1.00000
-8.8	0	0	251	1.00000
-8.7	0	0	251	1.00000
-8.6	0	0	251	1.00000
-8.5	0	0	251	1.00000
-8.4	0	0	251	1.00000
-8.3	0	0	251	1.00000
-8.2	0	0	251	1.00000
-8.1	0	0	251	1.00000
-8	0	0	251	1.00000
-7.9	0	0	251	1.00000
-7.8	0	0	251	1.00000
-7.7	0	0	251	1.00000
-7.6	0	0	251	1.00000
-7.5	0	0	251	1.00000
-7.4	0	0	251	1.00000
-7.3	0	0	251	1.00000
-7.2	0	0	251	1.00000
-7.1	0	0	251	1.00000
-7	0	0	251	1.00000
-6.9	0	0	251	1.00000
-6.8	0	0	251	1.00000
-6.7	0	0	251	1.00000
-6.6	0	0	251	1.00000
-6.5	0	0	251	1.00000
-6.4	0	0	251	1.00000
-6.3	0	0	251	1.00000
-6.2	0	0	251	1.00000
-6.1	0	0	251	1.00000
-6	0	0	251	1.00000
-5.9	0	0	251	1.00000
-5.8	0	0	251	1.00000
-5.7	0	0	251	1.00000
-5.6	0	0	251	1.00000
-5.5	0	0	251	1.00000
-5.4	0	0	251	1.00000
-5.3	0	0	251	1.00000
-5.2	0	0	251	1.00000
-5.1	0	0	251	1.00000
-5	0	0	251	1.00000
-4.9	0	0	251	1.00000
-4.8	0	0	251	1.00000
-4.7	0	0	251	1.00000
-4.6	0	0	251	1.00000
-4.5	0	0	251	1.00000
-4.4	0	0	251	1.00000
-4.3	0	0	251	1.00000
-4.2	0	0	251	1.00000
-4.1	0	0	251	1.00000
-4	0	0	251	1.00000
-3.9	0	0	251	1.00000
-3.8	0	0	251	1.00000
-3.7	0	0	251	1.00000
-3.6	0	0	251	1.00000
-3.5	0	0	251	1.00000
-3.4	0	0	251	1.00000
-3.3	0	0	251	1.00000
-3.2	0	0	251	1.00000
-3.1	0	0	251	1.00000
-3	0	0	251	1.00000
-2.9	0	0	251	1.00000
-2.8	0	0	251	1.00000
-2.7	0	0	251	1.00000
-2.6	0	0	251	1.00000
-2.5	0	0	251	1.00000
-2.4	0	0	251	1.00000
-2.3	0	0	251	1.00000
-2.2	0	0	251	1.00000
-2.1	0	0	251	1.00000
-2	0	0	251	1.00000
-1.9	0	0	251	1.00000
-1.8	0	0	251	1.00000
-1.7	0	0	251	1.00000
-1.6	0	0	251	1.00000
-1.5	0	0	251	1.00000
-1.4	0	0	251	1.00000
-1.3	0	0	251	1.00000
-1.2	0	0	251	1.00000
-1.1	0	0	251	1.00000
-1	0	0	251	1.00000
-0.9	0	0	251	1.00000
-0.8	0	0	251	1.00000
-0.7	0	0	251	1.00000
-0.6	0	0	251	1.00000
-0.5	0	0	251	1.00000
-0.4	0	0	251	1.00000
-0.3	0	0	251	1.00000
-0.2	0	0	251	1.00000
-0.1	0	0	251	1.00000
0	0	0	251	1.00000
0.1	0	0	251	1.00000
0.2	0	0	251	1.00000
0.3	0	0	251	1.00000
0.4	0	0	251	1.00000
0.5	0	0	251	1.00000
0.6	0	0	251	1.00000
0.7	0	0	251	1.00000
0.8	0	0	251	1.00000
0.9	0	0	251	1.00000
1	0	0	251	1.00000
1.1	0	0	251	1.00000
1.2	0	0	251	1.00000
1.3	0	0	251	1.00000
1.4	0	0	251	1.00000
1.5	0	0	251	1.00000
1.6	0	0	251	1.00000
1.7	0	0	251	1.00000
1.8	0	0	251	1.00000
1.9	0	0	251	1.00000
2	0	0	251	1.00000
2.1	0	0	251	1.00000
2.2	0	0	251	1.00000
2.3	0	0	251	1.00000
2.4	0	0	251	1.00000
2.5	0	0	251	1.00000
2.6	0	0	251	1.00000
2.7	0	0	251	1.00000
2.8	0	0	251	1.00000
2.9	0	0	251	1.00000
3	0	0	251	1.00000
3.1	0	0	251	1.00000
3.2	0	0	251	1.00000
3.3	0	0	251	1.00000
3.4	0	0	251	1.00000
3.5	0	0	251	1.00000
3.6	0	0	251	1.00000
3.7	0	0	251	1.00000
3.8	0	0	251	1.00000
3.9	0	0	251	1.00000
4	0	0	251	1.00000
4.1	0	0	251	1.00000
4.2	1	1	251	1.00000
4.3	0	1	250	0.99602
4.4	1	2	250	0.99602
4.5	0	2	249	0.99203
4.6	0	2	249	0.99203
4.7	1	3	249	0.99203
4.8	0	3	248	0.98805
4.9	0	3	248	0.98805
5	2	5	248	0.98805
5.1	1	6	246	0.98008
5.2	4	10	245	0.97610
5.3	1	11	241	0.96016
5.4	1	12	240	0.95618
5.5	3	15	239	0.95219
5.6	1	16	236	0.94024
5.7	1	17	235	0.93625
5.8	2	19	234	0.93227
5.9	4	23	232	0.92430
6	4	27	228	0.90837
6.1	2	29	224	0.89243
6.2	2	31	222	0.88446
6.3	1	32	220	0.87649
6.4	4	36	219	0.87251
6.5	3	39	215	0.85657
6.6	1	40	212	0.84462
6.7	4	44	211	0.84064
6.8	7	51	207	0.82470
6.9	6	57	200	0.79681
7	3	60	194	0.77291
7.1	3	63	191	0.76096
7.2	2	65	188	0.74900
7.3	3	68	186	0.74104
7.4	5	73	183	0.72908
7.5	1	74	178	0.70916
7.6	6	80	177	0.70518
7.7	6	86	171	0.68127
7.8	8	94	165	0.65737
7.9	7	101	157	0.62550
8	6	107	150	0.59761
8.1	8	115	144	0.57371
8.2	8	123	136	0.54183
8.3	8	131	128	0.50996
8.4	12	143	120	0.47809
8.5	3	146	108	0.43028
8.6	9	155	105	0.41833
8.7	6	161	96	0.38247
8.8	9	170	90	0.35857
8.9	6	176	81	0.32271
9	12	188	75	0.29880
9.1	7	195	63	0.25100
9.2	7	202	56	0.22311
9.3	5	207	49	0.19522
9.4	6	213	44	0.17530
9.5	7	220	38	0.15139
9.6	5	225	31	0.12351
9.7	4	229	26	0.10359
9.8	4	233	22	0.08765
9.9	5	238	18	0.07171
10	2	240	13	0.05179
10.1	2	242	11	0.04382
10.2	3	245	9	0.03586
10.3	2	247	6	0.02390
10.4	1	248	4	0.01594
10.5	1	249	3	0.01195
10.6	1	250	2	0.00797
10.7	0	250	1	0.00398
10.8	1	251	1	0.00398
; Statistics:
; -----------
; class interval     
; classes            
; count              
; sum                
; mean               
; median class       
; var                
; std                
; min                
; max                
; range              
; Host name
; Job started
; Job done
; Seconds
;
;
;
;
