; classfreq  -v 1 -ci 0.1 -min -33.6
;
;
;
;
;
;
;
;
;
#[min	n	n_cum	n_dcum	f_dcum
-23.2	0	0	355	1.00000
-23.1	0	0	355	1.00000
-23	0	0	355	1.00000
-22.9	0	0	355	1.00000
-22.8	0	0	355	1.00000
-22.7	0	0	355	1.00000
-22.6	0	0	355	1.00000
-22.5	0	0	355	1.00000
-22.4	0	0	355	1.00000
-22.3	0	0	355	1.00000
-22.2	0	0	355	1.00000
-22.1	0	0	355	1.00000
-22	0	0	355	1.00000
-21.9	0	0	355	1.00000
-21.8	0	0	355	1.00000
-21.7	0	0	355	1.00000
-21.6	0	0	355	1.00000
-21.5	0	0	355	1.00000
-21.4	0	0	355	1.00000
-21.3	0	0	355	1.00000
-21.2	0	0	355	1.00000
-21.1	0	0	355	1.00000
-21	0	0	355	1.00000
-20.9	0	0	355	1.00000
-20.8	0	0	355	1.00000
-20.7	0	0	355	1.00000
-20.6	0	0	355	1.00000
-20.5	0	0	355	1.00000
-20.4	0	0	355	1.00000
-20.3	0	0	355	1.00000
-20.2	0	0	355	1.00000
-20.1	0	0	355	1.00000
-20	0	0	355	1.00000
-19.9	0	0	355	1.00000
-19.8	0	0	355	1.00000
-19.7	0	0	355	1.00000
-19.6	0	0	355	1.00000
-19.5	0	0	355	1.00000
-19.4	0	0	355	1.00000
-19.3	0	0	355	1.00000
-19.2	0	0	355	1.00000
-19.1	0	0	355	1.00000
-19	0	0	355	1.00000
-18.9	0	0	355	1.00000
-18.8	0	0	355	1.00000
-18.7	0	0	355	1.00000
-18.6	0	0	355	1.00000
-18.5	0	0	355	1.00000
-18.4	0	0	355	1.00000
-18.3	0	0	355	1.00000
-18.2	0	0	355	1.00000
-18.1	0	0	355	1.00000
-18	0	0	355	1.00000
-17.9	0	0	355	1.00000
-17.8	0	0	355	1.00000
-17.7	0	0	355	1.00000
-17.6	0	0	355	1.00000
-17.5	0	0	355	1.00000
-17.4	0	0	355	1.00000
-17.3	0	0	355	1.00000
-17.2	0	0	355	1.00000
-17.1	0	0	355	1.00000
-17	0	0	355	1.00000
-16.9	0	0	355	1.00000
-16.8	0	0	355	1.00000
-16.7	0	0	355	1.00000
-16.6	0	0	355	1.00000
-16.5	0	0	355	1.00000
-16.4	0	0	355	1.00000
-16.3	0	0	355	1.00000
-16.2	0	0	355	1.00000
-16.1	0	0	355	1.00000
-16	0	0	355	1.00000
-15.9	0	0	355	1.00000
-15.8	0	0	355	1.00000
-15.7	0	0	355	1.00000
-15.6	0	0	355	1.00000
-15.5	0	0	355	1.00000
-15.4	0	0	355	1.00000
-15.3	0	0	355	1.00000
-15.2	0	0	355	1.00000
-15.1	0	0	355	1.00000
-15	0	0	355	1.00000
-14.9	0	0	355	1.00000
-14.8	0	0	355	1.00000
-14.7	0	0	355	1.00000
-14.6	0	0	355	1.00000
-14.5	0	0	355	1.00000
-14.4	0	0	355	1.00000
-14.3	0	0	355	1.00000
-14.2	0	0	355	1.00000
-14.1	0	0	355	1.00000
-14	0	0	355	1.00000
-13.9	0	0	355	1.00000
-13.8	0	0	355	1.00000
-13.7	0	0	355	1.00000
-13.6	0	0	355	1.00000
-13.5	0	0	355	1.00000
-13.4	0	0	355	1.00000
-13.3	0	0	355	1.00000
-13.2	0	0	355	1.00000
-13.1	0	0	355	1.00000
-13	0	0	355	1.00000
-12.9	0	0	355	1.00000
-12.8	0	0	355	1.00000
-12.7	0	0	355	1.00000
-12.6	0	0	355	1.00000
-12.5	0	0	355	1.00000
-12.4	0	0	355	1.00000
-12.3	0	0	355	1.00000
-12.2	0	0	355	1.00000
-12.1	0	0	355	1.00000
-12	0	0	355	1.00000
-11.9	0	0	355	1.00000
-11.8	0	0	355	1.00000
-11.7	0	0	355	1.00000
-11.6	0	0	355	1.00000
-11.5	0	0	355	1.00000
-11.4	0	0	355	1.00000
-11.3	0	0	355	1.00000
-11.2	0	0	355	1.00000
-11.1	0	0	355	1.00000
-11	0	0	355	1.00000
-10.9	0	0	355	1.00000
-10.8	0	0	355	1.00000
-10.7	0	0	355	1.00000
-10.6	0	0	355	1.00000
-10.5	0	0	355	1.00000
-10.4	0	0	355	1.00000
-10.3	0	0	355	1.00000
-10.2	0	0	355	1.00000
-10.1	0	0	355	1.00000
-10	0	0	355	1.00000
-9.9	0	0	355	1.00000
-9.8	0	0	355	1.00000
-9.7	0	0	355	1.00000
-9.6	0	0	355	1.00000
-9.5	0	0	355	1.00000
-9.4	0	0	355	1.00000
-9.3	0	0	355	1.00000
-9.2	0	0	355	1.00000
-9.1	0	0	355	1.00000
-9	0	0	355	1.00000
-8.9	0	0	355	1.00000
-8.8	0	0	355	1.00000
-8.7	0	0	355	1.00000
-8.6	0	0	355	1.00000
-8.5	0	0	355	1.00000
-8.4	0	0	355	1.00000
-8.3	0	0	355	1.00000
-8.2	0	0	355	1.00000
-8.1	0	0	355	1.00000
-8	0	0	355	1.00000
-7.9	0	0	355	1.00000
-7.8	0	0	355	1.00000
-7.7	0	0	355	1.00000
-7.6	0	0	355	1.00000
-7.5	0	0	355	1.00000
-7.4	0	0	355	1.00000
-7.3	0	0	355	1.00000
-7.2	0	0	355	1.00000
-7.1	0	0	355	1.00000
-7	0	0	355	1.00000
-6.9	0	0	355	1.00000
-6.8	0	0	355	1.00000
-6.7	0	0	355	1.00000
-6.6	0	0	355	1.00000
-6.5	0	0	355	1.00000
-6.4	0	0	355	1.00000
-6.3	0	0	355	1.00000
-6.2	0	0	355	1.00000
-6.1	0	0	355	1.00000
-6	0	0	355	1.00000
-5.9	0	0	355	1.00000
-5.8	0	0	355	1.00000
-5.7	0	0	355	1.00000
-5.6	0	0	355	1.00000
-5.5	0	0	355	1.00000
-5.4	0	0	355	1.00000
-5.3	0	0	355	1.00000
-5.2	0	0	355	1.00000
-5.1	0	0	355	1.00000
-5	0	0	355	1.00000
-4.9	0	0	355	1.00000
-4.8	0	0	355	1.00000
-4.7	0	0	355	1.00000
-4.6	0	0	355	1.00000
-4.5	0	0	355	1.00000
-4.4	0	0	355	1.00000
-4.3	0	0	355	1.00000
-4.2	0	0	355	1.00000
-4.1	0	0	355	1.00000
-4	0	0	355	1.00000
-3.9	0	0	355	1.00000
-3.8	0	0	355	1.00000
-3.7	0	0	355	1.00000
-3.6	0	0	355	1.00000
-3.5	0	0	355	1.00000
-3.4	0	0	355	1.00000
-3.3	0	0	355	1.00000
-3.2	0	0	355	1.00000
-3.1	0	0	355	1.00000
-3	0	0	355	1.00000
-2.9	0	0	355	1.00000
-2.8	0	0	355	1.00000
-2.7	0	0	355	1.00000
-2.6	0	0	355	1.00000
-2.5	0	0	355	1.00000
-2.4	0	0	355	1.00000
-2.3	0	0	355	1.00000
-2.2	0	0	355	1.00000
-2.1	0	0	355	1.00000
-2	0	0	355	1.00000
-1.9	0	0	355	1.00000
-1.8	0	0	355	1.00000
-1.7	0	0	355	1.00000
-1.6	0	0	355	1.00000
-1.5	0	0	355	1.00000
-1.4	0	0	355	1.00000
-1.3	0	0	355	1.00000
-1.2	0	0	355	1.00000
-1.1	0	0	355	1.00000
-1	0	0	355	1.00000
-0.9	0	0	355	1.00000
-0.8	0	0	355	1.00000
-0.7	0	0	355	1.00000
-0.6	0	0	355	1.00000
-0.5	0	0	355	1.00000
-0.4	0	0	355	1.00000
-0.3	0	0	355	1.00000
-0.2	0	0	355	1.00000
-0.1	0	0	355	1.00000
0	0	0	355	1.00000
0.1	0	0	355	1.00000
0.2	0	0	355	1.00000
0.3	0	0	355	1.00000
0.4	0	0	355	1.00000
0.5	0	0	355	1.00000
0.6	0	0	355	1.00000
0.7	0	0	355	1.00000
0.8	0	0	355	1.00000
0.9	0	0	355	1.00000
1	0	0	355	1.00000
1.1	0	0	355	1.00000
1.2	0	0	355	1.00000
1.3	0	0	355	1.00000
1.4	0	0	355	1.00000
1.5	0	0	355	1.00000
1.6	0	0	355	1.00000
1.7	0	0	355	1.00000
1.8	1	1	355	1.00000
1.9	0	1	354	0.99718
2	0	1	354	0.99718
2.1	0	1	354	0.99718
2.2	0	1	354	0.99718
2.3	1	2	354	0.99718
2.4	2	4	353	0.99437
2.5	0	4	351	0.98873
2.6	0	4	351	0.98873
2.7	0	4	351	0.98873
2.8	0	4	351	0.98873
2.9	1	5	351	0.98873
3	0	5	350	0.98592
3.1	0	5	350	0.98592
3.2	2	7	350	0.98592
3.3	2	9	348	0.98028
3.4	0	9	346	0.97465
3.5	0	9	346	0.97465
3.6	0	9	346	0.97465
3.7	1	10	346	0.97465
3.8	0	10	345	0.97183
3.9	2	12	345	0.97183
4	3	15	343	0.96620
4.1	0	15	340	0.95775
4.2	4	19	340	0.95775
4.3	2	21	336	0.94648
4.4	1	22	334	0.94085
4.5	5	27	333	0.93803
4.6	3	30	328	0.92394
4.7	3	33	325	0.91549
4.8	5	38	322	0.90704
4.9	3	41	317	0.89296
5	5	46	314	0.88451
5.1	5	51	309	0.87042
5.2	7	58	304	0.85634
5.3	3	61	297	0.83662
5.4	6	67	294	0.82817
5.5	4	71	288	0.81127
5.6	5	76	284	0.80000
5.7	3	79	279	0.78592
5.8	6	85	276	0.77746
5.9	6	91	270	0.76056
6	10	101	264	0.74366
6.1	6	107	254	0.71549
6.2	6	113	248	0.69859
6.3	4	117	242	0.68169
6.4	6	123	238	0.67042
6.5	12	135	232	0.65352
6.6	6	141	220	0.61972
6.7	4	145	214	0.60282
6.8	2	147	210	0.59155
6.9	5	152	208	0.58592
7	5	157	203	0.57183
7.1	6	163	198	0.55775
7.2	4	167	192	0.54085
7.3	5	172	188	0.52958
7.4	2	174	183	0.51549
7.5	8	182	181	0.50986
7.6	4	186	173	0.48732
7.7	4	190	169	0.47606
7.8	4	194	165	0.46479
7.9	10	204	161	0.45352
8	9	213	151	0.42535
8.1	5	218	142	0.40000
8.2	3	221	137	0.38592
8.3	3	224	134	0.37746
8.4	7	231	131	0.36901
8.5	11	242	124	0.34930
8.6	7	249	113	0.31831
8.7	4	253	106	0.29859
8.8	8	261	102	0.28732
8.9	3	264	94	0.26479
9	11	275	91	0.25634
9.1	8	283	80	0.22535
9.2	10	293	72	0.20282
9.3	3	296	62	0.17465
9.4	8	304	59	0.16620
9.5	6	310	51	0.14366
9.6	4	314	45	0.12676
9.7	3	317	41	0.11549
9.8	3	320	38	0.10704
9.9	0	320	35	0.09859
10	5	325	35	0.09859
10.1	3	328	30	0.08451
10.2	1	329	27	0.07606
10.3	3	332	26	0.07324
10.4	1	333	23	0.06479
10.5	2	335	22	0.06197
10.6	3	338	20	0.05634
10.7	1	339	17	0.04789
10.8	3	342	16	0.04507
10.9	1	343	13	0.03662
11	2	345	12	0.03380
11.1	1	346	10	0.02817
11.2	2	348	9	0.02535
11.3	0	348	7	0.01972
11.4	1	349	7	0.01972
11.5	1	350	6	0.01690
11.6	1	351	5	0.01408
11.7	3	354	4	0.01127
11.8	0	354	1	0.00282
11.9	0	354	1	0.00282
12	0	354	1	0.00282
12.1	0	354	1	0.00282
12.2	1	355	1	0.00282
; Statistics:
; -----------
; class interval     
; classes            
; count              
; sum                
; mean               
; median class       
; var                
; std                
; min                
; max                
; range              
; Host name
; Job started
; Job done
; Seconds
;
;
;
;
