; classfreq  -v 1 -ci 0.1 -min -50.4
;
;
;
;
;
;
;
;
;
#[min	n	n_cum	n_dcum	f_dcum
-27.1	0	0	431	1.00000
-27	0	0	431	1.00000
-26.9	0	0	431	1.00000
-26.8	0	0	431	1.00000
-26.7	0	0	431	1.00000
-26.6	0	0	431	1.00000
-26.5	0	0	431	1.00000
-26.4	0	0	431	1.00000
-26.3	0	0	431	1.00000
-26.2	0	0	431	1.00000
-26.1	0	0	431	1.00000
-26	0	0	431	1.00000
-25.9	0	0	431	1.00000
-25.8	0	0	431	1.00000
-25.7	0	0	431	1.00000
-25.6	0	0	431	1.00000
-25.5	0	0	431	1.00000
-25.4	0	0	431	1.00000
-25.3	0	0	431	1.00000
-25.2	0	0	431	1.00000
-25.1	0	0	431	1.00000
-25	0	0	431	1.00000
-24.9	0	0	431	1.00000
-24.8	0	0	431	1.00000
-24.7	0	0	431	1.00000
-24.6	0	0	431	1.00000
-24.5	0	0	431	1.00000
-24.4	0	0	431	1.00000
-24.3	0	0	431	1.00000
-24.2	0	0	431	1.00000
-24.1	0	0	431	1.00000
-24	0	0	431	1.00000
-23.9	0	0	431	1.00000
-23.8	0	0	431	1.00000
-23.7	0	0	431	1.00000
-23.6	0	0	431	1.00000
-23.5	0	0	431	1.00000
-23.4	0	0	431	1.00000
-23.3	0	0	431	1.00000
-23.2	0	0	431	1.00000
-23.1	0	0	431	1.00000
-23	0	0	431	1.00000
-22.9	0	0	431	1.00000
-22.8	0	0	431	1.00000
-22.7	0	0	431	1.00000
-22.6	0	0	431	1.00000
-22.5	0	0	431	1.00000
-22.4	0	0	431	1.00000
-22.3	0	0	431	1.00000
-22.2	0	0	431	1.00000
-22.1	0	0	431	1.00000
-22	0	0	431	1.00000
-21.9	0	0	431	1.00000
-21.8	0	0	431	1.00000
-21.7	0	0	431	1.00000
-21.6	0	0	431	1.00000
-21.5	0	0	431	1.00000
-21.4	0	0	431	1.00000
-21.3	0	0	431	1.00000
-21.2	0	0	431	1.00000
-21.1	0	0	431	1.00000
-21	0	0	431	1.00000
-20.9	0	0	431	1.00000
-20.8	0	0	431	1.00000
-20.7	0	0	431	1.00000
-20.6	0	0	431	1.00000
-20.5	0	0	431	1.00000
-20.4	0	0	431	1.00000
-20.3	0	0	431	1.00000
-20.2	0	0	431	1.00000
-20.1	0	0	431	1.00000
-20	0	0	431	1.00000
-19.9	0	0	431	1.00000
-19.8	0	0	431	1.00000
-19.7	0	0	431	1.00000
-19.6	0	0	431	1.00000
-19.5	0	0	431	1.00000
-19.4	0	0	431	1.00000
-19.3	0	0	431	1.00000
-19.2	0	0	431	1.00000
-19.1	0	0	431	1.00000
-19	0	0	431	1.00000
-18.9	0	0	431	1.00000
-18.8	0	0	431	1.00000
-18.7	0	0	431	1.00000
-18.6	0	0	431	1.00000
-18.5	0	0	431	1.00000
-18.4	0	0	431	1.00000
-18.3	0	0	431	1.00000
-18.2	0	0	431	1.00000
-18.1	0	0	431	1.00000
-18	0	0	431	1.00000
-17.9	0	0	431	1.00000
-17.8	0	0	431	1.00000
-17.7	0	0	431	1.00000
-17.6	0	0	431	1.00000
-17.5	0	0	431	1.00000
-17.4	0	0	431	1.00000
-17.3	0	0	431	1.00000
-17.2	0	0	431	1.00000
-17.1	0	0	431	1.00000
-17	0	0	431	1.00000
-16.9	0	0	431	1.00000
-16.8	0	0	431	1.00000
-16.7	0	0	431	1.00000
-16.6	0	0	431	1.00000
-16.5	0	0	431	1.00000
-16.4	0	0	431	1.00000
-16.3	0	0	431	1.00000
-16.2	0	0	431	1.00000
-16.1	0	0	431	1.00000
-16	0	0	431	1.00000
-15.9	0	0	431	1.00000
-15.8	0	0	431	1.00000
-15.7	0	0	431	1.00000
-15.6	0	0	431	1.00000
-15.5	0	0	431	1.00000
-15.4	0	0	431	1.00000
-15.3	0	0	431	1.00000
-15.2	0	0	431	1.00000
-15.1	0	0	431	1.00000
-15	0	0	431	1.00000
-14.9	0	0	431	1.00000
-14.8	0	0	431	1.00000
-14.7	0	0	431	1.00000
-14.6	0	0	431	1.00000
-14.5	0	0	431	1.00000
-14.4	0	0	431	1.00000
-14.3	0	0	431	1.00000
-14.2	0	0	431	1.00000
-14.1	0	0	431	1.00000
-14	0	0	431	1.00000
-13.9	0	0	431	1.00000
-13.8	0	0	431	1.00000
-13.7	0	0	431	1.00000
-13.6	0	0	431	1.00000
-13.5	0	0	431	1.00000
-13.4	0	0	431	1.00000
-13.3	0	0	431	1.00000
-13.2	0	0	431	1.00000
-13.1	0	0	431	1.00000
-13	0	0	431	1.00000
-12.9	0	0	431	1.00000
-12.8	0	0	431	1.00000
-12.7	0	0	431	1.00000
-12.6	0	0	431	1.00000
-12.5	0	0	431	1.00000
-12.4	0	0	431	1.00000
-12.3	0	0	431	1.00000
-12.2	0	0	431	1.00000
-12.1	0	0	431	1.00000
-12	0	0	431	1.00000
-11.9	0	0	431	1.00000
-11.8	0	0	431	1.00000
-11.7	0	0	431	1.00000
-11.6	0	0	431	1.00000
-11.5	0	0	431	1.00000
-11.4	0	0	431	1.00000
-11.3	0	0	431	1.00000
-11.2	0	0	431	1.00000
-11.1	0	0	431	1.00000
-11	0	0	431	1.00000
-10.9	0	0	431	1.00000
-10.8	0	0	431	1.00000
-10.7	0	0	431	1.00000
-10.6	0	0	431	1.00000
-10.5	0	0	431	1.00000
-10.4	0	0	431	1.00000
-10.3	0	0	431	1.00000
-10.2	0	0	431	1.00000
-10.1	0	0	431	1.00000
-10	0	0	431	1.00000
-9.9	0	0	431	1.00000
-9.8	0	0	431	1.00000
-9.7	0	0	431	1.00000
-9.6	0	0	431	1.00000
-9.5	0	0	431	1.00000
-9.4	0	0	431	1.00000
-9.3	0	0	431	1.00000
-9.2	0	0	431	1.00000
-9.1	0	0	431	1.00000
-9	0	0	431	1.00000
-8.9	0	0	431	1.00000
-8.8	0	0	431	1.00000
-8.7	0	0	431	1.00000
-8.6	0	0	431	1.00000
-8.5	0	0	431	1.00000
-8.4	0	0	431	1.00000
-8.3	0	0	431	1.00000
-8.2	0	0	431	1.00000
-8.1	0	0	431	1.00000
-8	0	0	431	1.00000
-7.9	0	0	431	1.00000
-7.8	0	0	431	1.00000
-7.7	0	0	431	1.00000
-7.6	0	0	431	1.00000
-7.5	0	0	431	1.00000
-7.4	0	0	431	1.00000
-7.3	0	0	431	1.00000
-7.2	0	0	431	1.00000
-7.1	0	0	431	1.00000
-7	0	0	431	1.00000
-6.9	0	0	431	1.00000
-6.8	0	0	431	1.00000
-6.7	0	0	431	1.00000
-6.6	0	0	431	1.00000
-6.5	0	0	431	1.00000
-6.4	0	0	431	1.00000
-6.3	0	0	431	1.00000
-6.2	0	0	431	1.00000
-6.1	0	0	431	1.00000
-6	0	0	431	1.00000
-5.9	0	0	431	1.00000
-5.8	0	0	431	1.00000
-5.7	0	0	431	1.00000
-5.6	0	0	431	1.00000
-5.5	0	0	431	1.00000
-5.4	0	0	431	1.00000
-5.3	0	0	431	1.00000
-5.2	0	0	431	1.00000
-5.1	0	0	431	1.00000
-5	0	0	431	1.00000
-4.9	0	0	431	1.00000
-4.8	0	0	431	1.00000
-4.7	0	0	431	1.00000
-4.6	0	0	431	1.00000
-4.5	0	0	431	1.00000
-4.4	0	0	431	1.00000
-4.3	0	0	431	1.00000
-4.2	0	0	431	1.00000
-4.1	0	0	431	1.00000
-4	0	0	431	1.00000
-3.9	0	0	431	1.00000
-3.8	0	0	431	1.00000
-3.7	0	0	431	1.00000
-3.6	0	0	431	1.00000
-3.5	0	0	431	1.00000
-3.4	0	0	431	1.00000
-3.3	0	0	431	1.00000
-3.2	0	0	431	1.00000
-3.1	0	0	431	1.00000
-3	0	0	431	1.00000
-2.9	0	0	431	1.00000
-2.8	0	0	431	1.00000
-2.7	0	0	431	1.00000
-2.6	0	0	431	1.00000
-2.5	0	0	431	1.00000
-2.4	0	0	431	1.00000
-2.3	0	0	431	1.00000
-2.2	0	0	431	1.00000
-2.1	0	0	431	1.00000
-2	0	0	431	1.00000
-1.9	0	0	431	1.00000
-1.8	0	0	431	1.00000
-1.7	0	0	431	1.00000
-1.6	0	0	431	1.00000
-1.5	0	0	431	1.00000
-1.4	0	0	431	1.00000
-1.3	0	0	431	1.00000
-1.2	0	0	431	1.00000
-1.1	0	0	431	1.00000
-1	0	0	431	1.00000
-0.9	0	0	431	1.00000
-0.8	0	0	431	1.00000
-0.7	0	0	431	1.00000
-0.6	0	0	431	1.00000
-0.5	0	0	431	1.00000
-0.4	0	0	431	1.00000
-0.3	0	0	431	1.00000
-0.2	0	0	431	1.00000
-0.1	0	0	431	1.00000
0	0	0	431	1.00000
0.1	0	0	431	1.00000
0.2	0	0	431	1.00000
0.3	0	0	431	1.00000
0.4	0	0	431	1.00000
0.5	0	0	431	1.00000
0.6	0	0	431	1.00000
0.7	0	0	431	1.00000
0.8	0	0	431	1.00000
0.9	0	0	431	1.00000
1	0	0	431	1.00000
1.1	0	0	431	1.00000
1.2	0	0	431	1.00000
1.3	0	0	431	1.00000
1.4	0	0	431	1.00000
1.5	0	0	431	1.00000
1.6	0	0	431	1.00000
1.7	0	0	431	1.00000
1.8	0	0	431	1.00000
1.9	0	0	431	1.00000
2	0	0	431	1.00000
2.1	0	0	431	1.00000
2.2	0	0	431	1.00000
2.3	0	0	431	1.00000
2.4	0	0	431	1.00000
2.5	0	0	431	1.00000
2.6	0	0	431	1.00000
2.7	0	0	431	1.00000
2.8	0	0	431	1.00000
2.9	0	0	431	1.00000
3	0	0	431	1.00000
3.1	0	0	431	1.00000
3.2	1	1	431	1.00000
3.3	0	1	430	0.99768
3.4	0	1	430	0.99768
3.5	0	1	430	0.99768
3.6	0	1	430	0.99768
3.7	0	1	430	0.99768
3.8	2	3	430	0.99768
3.9	1	4	428	0.99304
4	2	6	427	0.99072
4.1	1	7	425	0.98608
4.2	0	7	424	0.98376
4.3	0	7	424	0.98376
4.4	0	7	424	0.98376
4.5	0	7	424	0.98376
4.6	0	7	424	0.98376
4.7	0	7	424	0.98376
4.8	0	7	424	0.98376
4.9	0	7	424	0.98376
5	0	7	424	0.98376
5.1	2	9	424	0.98376
5.2	2	11	422	0.97912
5.3	1	12	420	0.97448
5.4	3	15	419	0.97216
5.5	3	18	416	0.96520
5.6	2	20	413	0.95824
5.7	7	27	411	0.95360
5.8	3	30	404	0.93735
5.9	2	32	401	0.93039
6	1	33	399	0.92575
6.1	4	37	398	0.92343
6.2	4	41	394	0.91415
6.3	3	44	390	0.90487
6.4	7	51	387	0.89791
6.5	2	53	380	0.88167
6.6	9	62	378	0.87703
6.7	7	69	369	0.85615
6.8	6	75	362	0.83991
6.9	4	79	356	0.82599
7	5	84	352	0.81671
7.1	10	94	347	0.80510
7.2	6	100	337	0.78190
7.3	7	107	331	0.76798
7.4	6	113	324	0.75174
7.5	10	123	318	0.73782
7.6	13	136	308	0.71462
7.7	10	146	295	0.68445
7.8	10	156	285	0.66125
7.9	3	159	275	0.63805
8	10	169	272	0.63109
8.1	9	178	262	0.60789
8.2	6	184	253	0.58701
8.3	9	193	247	0.57309
8.4	9	202	238	0.55220
8.5	14	216	229	0.53132
8.6	17	233	215	0.49884
8.7	11	244	198	0.45940
8.8	20	264	187	0.43387
8.9	14	278	167	0.38747
9	7	285	153	0.35499
9.1	5	290	146	0.33875
9.2	4	294	141	0.32715
9.3	4	298	137	0.31787
9.4	4	302	133	0.30858
9.5	10	312	129	0.29930
9.6	17	329	119	0.27610
9.7	9	338	102	0.23666
9.8	6	344	93	0.21578
9.9	13	357	87	0.20186
10	6	363	74	0.17169
10.1	6	369	68	0.15777
10.2	1	370	62	0.14385
10.3	5	375	61	0.14153
10.4	3	378	56	0.12993
10.5	3	381	53	0.12297
10.6	23	404	50	0.11601
10.7	13	417	27	0.06265
10.8	8	425	14	0.03248
10.9	6	431	6	0.01392
; Statistics:
; -----------
; class interval     
; classes            
; count              
; sum                
; mean               
; median class       
; var                
; std                
; min                
; max                
; range              
; Host name
; Job started
; Job done
; Seconds
;
;
;
;
